ID	PRIMER	ERROR
ERR346600.13775	IgH-fw15	0.0
ERR346600.13779	IgH-fw9	0.0
ERR346600.13781	IgH-fw2	0.0
ERR346600.13782	IgH-fw17	0.050000000000000044
ERR346600.13787	IgH-fw3	0.050000000000000044
ERR346600.13786	IgH-fw1	0.0
ERR346600.13788	IgH-fw12	0.0
ERR346600.13789	IgH-fw9	0.0
ERR346600.13785	IgH-fw9	0.0
ERR346600.13792	IgH-fw11	0.0
ERR346600.13795	IgH-fw3	0.0
ERR346600.13794	IgH-fw5	0.0
ERR346600.13799	IgH-fw3	0.0
ERR346600.13793	IgH-fw10	0.0
ERR346600.13791	IgH-fw10	0.0
ERR346600.13798	IgH-fw6	0.0
ERR346600.13796	IgH-fw1	0.0
ERR346600.13802	IgH-fw9	0.0
ERR346600.13797	IgH-fw4	0.0
ERR346600.13804	IgH-fw9	0.0
ERR346600.13801	IgH-fw6	0.0
ERR346600.13805	IgH-fw6	0.0
ERR346600.13800	IgH-fw6	0.0
ERR346600.13803	IgH-fw11	0.0
ERR346600.13806	IgH-fw3	0.0
ERR346600.13809	IgH-fw9	0.0
ERR346600.13810	IgH-fw2	0.0
ERR346600.13807	IgH-fw9	0.0
ERR346600.13813	IgH-fw2	0.0
ERR346600.13808	IgH-fw8	0.0
ERR346600.13812	IgH-fw10	0.0
ERR346600.13811	IgH-fw9	0.0
ERR346600.13814	IgH-fw5	0.0
ERR346600.13815	IgH-fw5	0.0
ERR346600.13816	IgH-fw1	0.0
ERR346600.13818	IgH-fw12	0.0
ERR346600.13817	IgH-fw5	0.0
ERR346600.13819	IgH-fw2	0.0
ERR346600.13821	IgH-fw6	0.0
ERR346600.13828	IgH-fw9	0.0
ERR346600.13820	IgH-fw6	0.0
ERR346600.13822	IgH-fw10	0.0
ERR346600.13825	IgH-fw5	0.0
ERR346600.13823	IgH-fw1	0.0
ERR346600.13827	IgH-fw6	0.0
ERR346600.13830	IgH-fw2	0.0
ERR346600.13832	IgH-fw9	0.0
ERR346600.13833	IgH-fw3	0.0
ERR346600.13824	IgH-fw5	0.0
ERR346600.13829	IgH-fw9	0.0
ERR346600.13831	IgH-fw6	0.0
ERR346600.13826	IgH-fw10	0.0
ERR346600.13835	IgH-fw10	0.0
ERR346600.13837	IgH-fw3	0.0
ERR346600.13840	IgH-fw3	0.0
ERR346600.13838	IgH-fw3	0.0
ERR346600.13834	IgH-fw4	0.0
ERR346600.13839	IgH-fw1	0.0
ERR346600.13841	IgH-fw1	0.0
ERR346600.13836	IgH-fw11	0.0
ERR346600.13844	IgH-fw12	0.0
ERR346600.13843	IgH-fw4	0.0
ERR346600.13842	IgH-fw17	0.0
ERR346600.13847	IgH-fw12	0.0
ERR346600.13846	IgH-fw4	0.0
ERR346600.13845	IgH-fw3	0.0
ERR346600.13848	IgH-fw17	0.0
ERR346600.13850	IgH-fw10	0.0
ERR346600.13849	IgH-fw10	0.0
ERR346600.13853	IgH-fw17	0.0
ERR346600.13857	IgH-fw6	0.0
ERR346600.13855	IgH-fw12	0.0
ERR346600.13854	IgH-fw2	0.4
ERR346600.13852	IgH-fw5	0.0
ERR346600.13861	IgH-fw11	0.0
ERR346600.13856	IgH-fw2	0.0
ERR346600.13859	IgH-fw2	0.0
ERR346600.13860	IgH-fw2	0.0
ERR346600.13862	IgH-fw1	0.0
ERR346600.13867	IgH-fw10	0.0
ERR346600.13865	IgH-fw5	0.0
ERR346600.13866	IgH-fw5	0.0
ERR346600.13863	IgH-fw2	0.0
ERR346600.13858	IgH-fw9	0.0
ERR346600.13869	IgH-fw17	0.0
ERR346600.13868	IgH-fw10	0.0
ERR346600.13864	IgH-fw2	0.0
ERR346600.13873	IgH-fw1	0.0
ERR346600.13871	IgH-fw17	0.0
ERR346600.13870	IgH-fw5	0.0
ERR346600.13875	IgH-fw5	0.0
ERR346600.13878	IgH-fw1	0.0
ERR346600.13877	IgH-fw5	0.0
ERR346600.13882	IgH-fw12	0.0
ERR346600.13876	IgH-fw4	0.0
ERR346600.13874	IgH-fw12	0.0
ERR346600.13872	IgH-fw11	0.0
ERR346600.13879	IgH-fw17	0.0
ERR346600.13880	IgH-fw10	0.0
ERR346600.13888	IgH-fw10	0.0
ERR346600.13884	IgH-fw9	0.0
ERR346600.13885	IgH-fw6	0.0
ERR346600.13889	IgH-fw5	0.0
ERR346600.13886	IgH-fw1	0.0
ERR346600.13887	IgH-fw10	0.0
ERR346600.13890	IgH-fw6	0.0
ERR346600.13893	IgH-fw1	0.0
ERR346600.13892	IgH-fw2	0.0
ERR346600.13883	IgH-fw2	0.0
ERR346600.13895	IgH-fw17	0.0
ERR346600.13891	IgH-fw12	0.0
ERR346600.13894	IgH-fw5	0.0
ERR346600.13881	IgH-fw11	0.0
ERR346600.13899	IgH-fw10	0.0
ERR346600.13898	IgH-fw5	0.0
ERR346600.13900	IgH-fw12	0.0
ERR346600.13897	IgH-fw3	0.0
ERR346600.13901	IgH-fw11	0.0
ERR346600.13905	IgH-fw6	0.0
ERR346600.13906	IgH-fw3	0.0
ERR346600.13902	IgH-fw2	0.0
ERR346600.13904	IgH-fw11	0.0
ERR346600.13896	IgH-fw2	0.0
ERR346600.13910	IgH-fw17	0.0
ERR346600.13911	IgH-fw7	0.0
ERR346600.13907	IgH-fw9	0.0
ERR346600.13912	IgH-fw10	0.0
ERR346600.13914	IgH-fw5	0.0
ERR346600.13913	IgH-fw2	0.0
ERR346600.13916	IgH-fw2	0.0
ERR346600.13919	IgH-fw1	0.0
ERR346600.13918	IgH-fw6	0.0
ERR346600.13921	IgH-fw10	0.0
ERR346600.13920	IgH-fw17	0.0
ERR346600.13923	IgH-fw12	0.0
ERR346600.13925	IgH-fw1	0.0
ERR346600.13924	IgH-fw9	0.0
ERR346600.13922	IgH-fw5	0.0
ERR346600.13908	IgH-fw6	0.0
ERR346600.13909	IgH-fw9	0.0
ERR346600.13917	IgH-fw9	0.0
ERR346600.13931	IgH-fw3	0.0
ERR346600.13928	IgH-fw5	0.0
ERR346600.13932	IgH-fw7	0.0
ERR346600.13927	IgH-fw3	0.0
ERR346600.13929	IgH-fw2	0.0
ERR346600.13930	IgH-fw9	0.0
ERR346600.13933	IgH-fw12	0.0
ERR346600.13936	IgH-fw4	0.0
ERR346600.13934	IgH-fw10	0.0
ERR346600.13935	IgH-fw9	0.0
ERR346600.13926	IgH-fw6	0.0
ERR346600.13937	IgH-fw5	0.0
ERR346600.13939	IgH-fw2	0.0
ERR346600.13942	IgH-fw12	0.0
ERR346600.13941	IgH-fw10	0.0
ERR346600.13938	IgH-fw1	0.0
ERR346600.13945	IgH-fw4	0.0
ERR346600.13940	IgH-fw8	0.0
ERR346600.13944	IgH-fw10	0.0
ERR346600.13946	IgH-fw2	0.0
ERR346600.13943	IgH-fw3	0.0
ERR346600.13947	IgH-fw8	0.0
ERR346600.13948	IgH-fw10	0.0
ERR346600.13949	IgH-fw10	0.0
ERR346600.13955	IgH-fw11	0.0
ERR346600.13950	IgH-fw3	0.0
ERR346600.13951	IgH-fw5	0.0
ERR346600.13953	IgH-fw8	0.0
ERR346600.13952	IgH-fw2	0.0
ERR346600.13958	IgH-fw17	0.0
ERR346600.13957	IgH-fw9	0.0
ERR346600.13956	IgH-fw2	0.0
ERR346600.13960	IgH-fw1	0.0
ERR346600.13962	IgH-fw6	0.0
ERR346600.13961	IgH-fw3	0.0
ERR346600.13959	IgH-fw6	0.0
ERR346600.13954	IgH-fw6	0.0
ERR346600.13963	IgH-fw9	0.0
ERR346600.13966	IgH-fw6	0.0
ERR346600.13970	IgH-fw16	0.0
ERR346600.13965	IgH-fw11	0.0
ERR346600.13964	IgH-fw4	0.0
ERR346600.13968	IgH-fw2	0.0
ERR346600.13972	IgH-fw9	0.6
ERR346600.13973	IgH-fw3	0.15000000000000002
ERR346600.13967	IgH-fw2	0.0
ERR346600.13971	IgH-fw5	0.0
ERR346600.13974	IgH-fw6	0.050000000000000044
ERR346600.13978	IgH-fw9	0.0
ERR346600.13969	IgH-fw1	0.0
ERR346600.13981	IgH-fw1	0.0
ERR346600.13976	IgH-fw5	0.0
ERR346600.13980	IgH-fw6	0.0
ERR346600.13977	IgH-fw12	0.0
ERR346600.13982	IgH-fw17	0.0
ERR346600.13975	IgH-fw3	0.0
ERR346600.13979	IgH-fw5	0.0
ERR346600.13985	IgH-fw9	0.0
ERR346600.13984	IgH-fw5	0.0
ERR346600.13987	IgH-fw5	0.0
ERR346600.13990	IgH-fw3	0.0
ERR346600.13983	IgH-fw5	0.0
ERR346600.13986	IgH-fw10	0.0
ERR346600.13993	IgH-fw2	0.0
ERR346600.13988	IgH-fw9	0.0
ERR346600.13989	IgH-fw6	0.0
ERR346600.13994	IgH-fw4	0.0
ERR346600.14002	IgH-fw9	0.0
ERR346600.13996	IgH-fw5	0.0
ERR346600.14000	IgH-fw2	0.0
ERR346600.13991	IgH-fw1	0.0
ERR346600.13995	IgH-fw5	0.0
ERR346600.13997	IgH-fw1	0.0
ERR346600.14001	IgH-fw4	0.0
ERR346600.13999	IgH-fw1	0.0
ERR346600.13992	IgH-fw8	0.0
ERR346600.13998	IgH-fw4	0.0
ERR346600.14003	IgH-fw1	0.0
ERR346600.14005	IgH-fw2	0.0
ERR346600.14004	IgH-fw5	0.0
ERR346600.14007	IgH-fw5	0.0
ERR346600.14008	IgH-fw9	0.7
ERR346600.14010	IgH-fw5	0.0
ERR346600.14013	IgH-fw12	0.0
ERR346600.14006	IgH-fw9	0.0
ERR346600.14014	IgH-fw4	0.0
ERR346600.14015	IgH-fw10	0.050000000000000044
ERR346600.14012	IgH-fw8	0.0
ERR346600.14009	IgH-fw4	0.0
ERR346600.14011	IgH-fw5	0.0
ERR346600.14016	IgH-fw5	0.0
ERR346600.14021	IgH-fw5	0.0
ERR346600.14017	IgH-fw12	0.0
ERR346600.14023	IgH-fw17	0.0
ERR346600.14024	IgH-fw6	0.0
ERR346600.14025	IgH-fw6	0.0
ERR346600.14027	IgH-fw3	0.0
ERR346600.14020	IgH-fw9	0.0
ERR346600.14018	IgH-fw3	0.0
ERR346600.14019	IgH-fw3	0.0
ERR346600.14022	IgH-fw6	0.0
ERR346600.14026	IgH-fw4	0.0
ERR346600.14028	IgH-fw11	0.0
ERR346600.14029	IgH-fw10	0.0
ERR346600.14030	IgH-fw4	0.0
ERR346600.14038	IgH-fw11	0.0
ERR346600.14034	IgH-fw17	0.0
ERR346600.14031	IgH-fw4	0.0
ERR346600.14037	IgH-fw9	0.0
ERR346600.14041	IgH-fw1	0.0
ERR346600.14033	IgH-fw10	0.0
ERR346600.14035	IgH-fw10	0.0
ERR346600.14042	IgH-fw16	0.5909090909090908
ERR346600.14036	IgH-fw9	0.0
ERR346600.14043	IgH-fw1	0.0
ERR346600.14032	IgH-fw2	0.0
ERR346600.14040	IgH-fw2	0.0
ERR346600.14039	IgH-fw5	0.0
ERR346600.14044	IgH-fw9	0.0
ERR346600.14045	IgH-fw6	0.0
ERR346600.14047	IgH-fw4	0.0
ERR346600.14049	IgH-fw9	0.0
ERR346600.14050	IgH-fw5	0.0
ERR346600.14046	IgH-fw4	0.0
ERR346600.14048	IgH-fw1	0.0
ERR346600.14054	IgH-fw2	0.0
ERR346600.14051	IgH-fw3	0.0
ERR346600.14052	IgH-fw4	0.0
ERR346600.14053	IgH-fw17	0.0
ERR346600.14058	IgH-fw5	0.0
ERR346600.14057	IgH-fw3	0.0
ERR346600.14059	IgH-fw6	0.0
ERR346600.14060	IgH-fw10	0.0
ERR346600.14064	IgH-fw9	0.0
ERR346600.14062	IgH-fw9	0.0
ERR346600.14061	IgH-fw5	0.0
ERR346600.14065	IgH-fw15	0.0
ERR346600.14056	IgH-fw4	0.0
ERR346600.14055	IgH-fw2	0.0
ERR346600.14068	IgH-fw5	0.0
ERR346600.14067	IgH-fw12	0.0
ERR346600.14063	IgH-fw3	0.0
ERR346600.14070	IgH-fw4	0.0
ERR346600.14069	IgH-fw1	0.0
ERR346600.14073	IgH-fw3	0.0
ERR346600.14072	IgH-fw1	0.0
ERR346600.14066	IgH-fw8	0.0
ERR346600.14075	IgH-fw10	0.0
ERR346600.14079	IgH-fw6	0.0
ERR346600.14077	IgH-fw6	0.0
ERR346600.14071	IgH-fw2	0.0
ERR346600.14074	IgH-fw4	0.0
ERR346600.14081	IgH-fw9	0.0
ERR346600.14076	IgH-fw5	0.0
ERR346600.14078	IgH-fw6	0.0
ERR346600.14080	IgH-fw10	0.0
ERR346600.14085	IgH-fw3	0.0
ERR346600.14087	IgH-fw9	0.0
ERR346600.14086	IgH-fw8	0.0
ERR346600.14089	IgH-fw3	0.0
ERR346600.14084	IgH-fw9	0.0
ERR346600.14091	IgH-fw10	0.0
ERR346600.14090	IgH-fw10	0.0
ERR346600.14083	IgH-fw10	0.0
ERR346600.14093	IgH-fw1	0.0
ERR346600.14092	IgH-fw12	0.0
ERR346600.14097	IgH-fw6	0.0
ERR346600.14094	IgH-fw9	0.0
ERR346600.14098	IgH-fw11	0.0
ERR346600.14095	IgH-fw5	0.0
ERR346600.14103	IgH-fw5	0.0
ERR346600.14102	IgH-fw12	0.0
ERR346600.14096	IgH-fw9	0.0
ERR346600.14101	IgH-fw3	0.0
ERR346600.14099	IgH-fw3	0.0
ERR346600.14104	IgH-fw5	0.0
ERR346600.14108	IgH-fw3	0.0
ERR346600.14100	IgH-fw5	0.0
ERR346600.14107	IgH-fw10	0.0
ERR346600.14106	IgH-fw17	0.0
ERR346600.14110	IgH-fw4	0.0
ERR346600.14105	IgH-fw7	0.0
ERR346600.14111	IgH-fw9	0.0
ERR346600.14109	IgH-fw9	0.0
ERR346600.14114	IgH-fw2	0.6
ERR346600.14116	IgH-fw9	0.0
ERR346600.14119	IgH-fw3	0.0
ERR346600.14112	IgH-fw10	0.0
ERR346600.14120	IgH-fw5	0.0
ERR346600.14117	IgH-fw5	0.0
ERR346600.14115	IgH-fw10	0.0
ERR346600.14123	IgH-fw5	0.0
ERR346600.14118	IgH-fw1	0.0
ERR346600.14129	IgH-fw9	0.0
ERR346600.14121	IgH-fw4	0.0
ERR346600.14128	IgH-fw3	0.0
ERR346600.14124	IgH-fw10	0.0
ERR346600.14113	IgH-fw17	0.0
ERR346600.14125	IgH-fw10	0.0
ERR346600.14126	IgH-fw7	0.0
ERR346600.14127	IgH-fw3	0.0
ERR346600.14130	IgH-fw5	0.0
ERR346600.14134	IgH-fw9	0.0
ERR346600.14132	IgH-fw6	0.0
ERR346600.14133	IgH-fw3	0.0
ERR346600.14139	IgH-fw2	0.0
ERR346600.14136	IgH-fw2	0.9
ERR346600.14131	IgH-fw6	0.0
ERR346600.14135	IgH-fw3	0.0
ERR346600.14140	IgH-fw6	0.0
ERR346600.14141	IgH-fw2	0.0
ERR346600.14138	IgH-fw17	0.65
ERR346600.14143	IgH-fw5	0.0
ERR346600.14146	IgH-fw17	0.0
ERR346600.14148	IgH-fw10	0.0
ERR346600.14142	IgH-fw15	0.0
ERR346600.14137	IgH-fw9	0.050000000000000044
ERR346600.14147	IgH-fw7	0.0
ERR346600.14151	IgH-fw11	0.0
ERR346600.14150	IgH-fw6	0.0
ERR346600.14145	IgH-fw1	0.0
ERR346600.14149	IgH-fw5	0.0
ERR346600.14144	IgH-fw5	0.0
ERR346600.14152	IgH-fw6	0.0
ERR346600.14154	IgH-fw2	0.0
ERR346600.14156	IgH-fw3	0.0
ERR346600.14155	IgH-fw4	0.0
ERR346600.14153	IgH-fw6	0.0
ERR346600.14157	IgH-fw6	0.0
ERR346600.14158	IgH-fw17	0.0
ERR346600.14161	IgH-fw1	0.0
ERR346600.14159	IgH-fw2	0.0
ERR346600.14162	IgH-fw4	0.0
ERR346600.14160	IgH-fw10	0.0
ERR346600.14165	IgH-fw1	0.0
ERR346600.14167	IgH-fw1	0.0
ERR346600.14166	IgH-fw1	0.0
ERR346600.14169	IgH-fw3	0.0
ERR346600.14168	IgH-fw6	0.0
ERR346600.14170	IgH-fw6	0.0
ERR346600.14171	IgH-fw8	0.0
ERR346600.14164	IgH-fw9	0.0
ERR346600.14163	IgH-fw3	0.0
ERR346600.14174	IgH-fw9	0.0
ERR346600.14172	IgH-fw6	0.0
ERR346600.14175	IgH-fw5	0.0
ERR346600.14173	IgH-fw10	0.09999999999999998
ERR346600.14176	IgH-fw2	0.0
ERR346600.14177	IgH-fw10	0.0
ERR346600.14178	IgH-fw11	0.0
ERR346600.14186	IgH-fw2	0.0
ERR346600.14181	IgH-fw3	0.0
ERR346600.14182	IgH-fw4	0.0
ERR346600.14179	IgH-fw3	0.0
ERR346600.14183	IgH-fw4	0.0
ERR346600.14185	IgH-fw9	0.0
ERR346600.14180	IgH-fw17	0.0
ERR346600.14188	IgH-fw2	0.0
ERR346600.14192	IgH-fw8	0.0
ERR346600.14189	IgH-fw1	0.0
ERR346600.14187	IgH-fw5	0.0
ERR346600.14193	IgH-fw4	0.0
ERR346600.14195	IgH-fw6	0.0
ERR346600.14194	IgH-fw12	0.0
ERR346600.14196	IgH-fw6	0.0
ERR346600.14190	IgH-fw3	0.0
ERR346600.14191	IgH-fw6	0.0
ERR346600.14198	IgH-fw17	0.0
ERR346600.14199	IgH-fw10	0.0
ERR346600.14197	IgH-fw6	0.0
ERR346600.14203	IgH-fw6	0.0
ERR346600.14201	IgH-fw5	0.0
ERR346600.14205	IgH-fw6	0.0
ERR346600.14204	IgH-fw2	0.0
ERR346600.14200	IgH-fw11	0.0
ERR346600.14206	IgH-fw1	0.0
ERR346600.14202	IgH-fw9	0.0
ERR346600.14209	IgH-fw7	0.0
ERR346600.14210	IgH-fw5	0.0
ERR346600.14207	IgH-fw6	0.0
ERR346600.14208	IgH-fw6	0.0
ERR346600.14211	IgH-fw3	0.0
ERR346600.14215	IgH-fw4	0.0
ERR346600.14214	IgH-fw5	0.0
ERR346600.14212	IgH-fw1	0.0
ERR346600.14213	IgH-fw9	0.0
ERR346600.14218	IgH-fw2	0.050000000000000044
ERR346600.14217	IgH-fw9	0.0
ERR346600.14216	IgH-fw3	0.0
ERR346600.14220	IgH-fw10	0.0
ERR346600.14221	IgH-fw3	0.0
ERR346600.14219	IgH-fw10	0.0
ERR346600.14224	IgH-fw5	0.0
ERR346600.14222	IgH-fw5	0.0
ERR346600.14226	IgH-fw3	0.0
ERR346600.14225	IgH-fw3	0.0
ERR346600.14223	IgH-fw6	0.0
ERR346600.14229	IgH-fw7	0.0
ERR346600.14227	IgH-fw1	0.0
ERR346600.14231	IgH-fw2	0.0
ERR346600.14230	IgH-fw5	0.0
ERR346600.14228	IgH-fw6	0.0
ERR346600.14233	IgH-fw4	0.0
ERR346600.14234	IgH-fw6	0.0
ERR346600.14235	IgH-fw17	0.0
ERR346600.14241	IgH-fw3	0.0
ERR346600.14237	IgH-fw2	0.0
ERR346600.14232	IgH-fw6	0.0
ERR346600.14236	IgH-fw1	0.050000000000000044
ERR346600.14238	IgH-fw12	0.0
ERR346600.14244	IgH-fw5	0.0
ERR346600.14239	IgH-fw9	0.0
ERR346600.14245	IgH-fw3	0.0
ERR346600.14243	IgH-fw5	0.0
ERR346600.14240	IgH-fw3	0.050000000000000044
ERR346600.14242	IgH-fw10	0.0
ERR346600.14246	IgH-fw8	0.0
ERR346600.14249	IgH-fw12	0.0
ERR346600.14251	IgH-fw1	0.0
ERR346600.14252	IgH-fw5	0.0
ERR346600.14247	IgH-fw15	0.0
ERR346600.14250	IgH-fw2	0.0
ERR346600.14256	IgH-fw4	0.0
ERR346600.14248	IgH-fw3	0.0
ERR346600.14255	IgH-fw9	0.0
ERR346600.14253	IgH-fw10	0.0
ERR346600.14254	IgH-fw17	0.0
ERR346600.14260	IgH-fw4	0.0
ERR346600.14264	IgH-fw4	0.0
ERR346600.14257	IgH-fw2	0.0
ERR346600.14258	IgH-fw1	0.0
ERR346600.14262	IgH-fw4	0.0
ERR346600.14261	IgH-fw5	0.0
ERR346600.14266	IgH-fw4	0.0
ERR346600.14265	IgH-fw10	0.0
ERR346600.14269	IgH-fw5	0.0
ERR346600.14274	IgH-fw17	0.0
ERR346600.14267	IgH-fw3	0.0
ERR346600.14268	IgH-fw11	0.0
ERR346600.14270	IgH-fw3	0.0
ERR346600.14271	IgH-fw2	0.0
ERR346600.14276	IgH-fw6	0.0
ERR346600.14272	IgH-fw6	0.0
ERR346600.14281	IgH-fw7	0.0
ERR346600.14277	IgH-fw4	0.0
ERR346600.14273	IgH-fw8	0.0
ERR346600.14279	IgH-fw6	0.0
ERR346600.14280	IgH-fw3	0.0
ERR346600.14275	IgH-fw4	0.0
ERR346600.14278	IgH-fw10	0.0
ERR346600.14283	IgH-fw2	0.0
ERR346600.14284	IgH-fw8	0.050000000000000044
ERR346600.14282	IgH-fw6	0.050000000000000044
ERR346600.14285	IgH-fw9	0.0
ERR346600.14286	IgH-fw3	0.0
ERR346600.14288	IgH-fw10	0.0
ERR346600.14290	IgH-fw3	0.0
ERR346600.14289	IgH-fw7	0.0
ERR346600.14287	IgH-fw9	0.0
ERR346600.14292	IgH-fw2	0.0
ERR346600.14293	IgH-fw9	0.0
ERR346600.14294	IgH-fw2	0.0
ERR346600.14300	IgH-fw5	0.0
ERR346600.14296	IgH-fw9	0.0
ERR346600.14299	IgH-fw10	0.0
ERR346600.14298	IgH-fw2	0.0
ERR346600.14297	IgH-fw3	0.44999999999999996
ERR346600.14295	IgH-fw5	0.0
ERR346600.14303	IgH-fw3	0.0
ERR346600.14291	IgH-fw6	0.0
ERR346600.14304	IgH-fw17	0.0
ERR346600.14302	IgH-fw17	0.0
ERR346600.14301	IgH-fw3	0.0
ERR346600.14307	IgH-fw3	0.0
ERR346600.14309	IgH-fw15	0.0
ERR346600.14310	IgH-fw11	0.0
ERR346600.14306	IgH-fw10	0.0
ERR346600.14315	IgH-fw17	0.0
ERR346600.14308	IgH-fw4	0.0
ERR346600.14314	IgH-fw12	0.0
ERR346600.14305	IgH-fw3	0.0
ERR346600.14311	IgH-fw3	0.0
ERR346600.14313	IgH-fw2	0.0
ERR346600.14320	IgH-fw7	0.0
ERR346600.14317	IgH-fw9	0.0
ERR346600.14323	IgH-fw5	0.0
ERR346600.14319	IgH-fw6	0.0
ERR346600.14321	IgH-fw11	0.0
ERR346600.14318	IgH-fw2	0.0
ERR346600.14322	IgH-fw3	0.0
ERR346600.14324	IgH-fw15	0.0
ERR346600.14328	IgH-fw6	0.0
ERR346600.14316	IgH-fw6	0.0
ERR346600.14331	IgH-fw17	0.0
ERR346600.14327	IgH-fw9	0.0
ERR346600.14329	IgH-fw6	0.0
ERR346600.14326	IgH-fw17	0.0
ERR346600.14330	IgH-fw5	0.0
ERR346600.14333	IgH-fw4	0.0
ERR346600.14336	IgH-fw10	0.0
ERR346600.14332	IgH-fw17	0.0
ERR346600.14335	IgH-fw4	0.0
ERR346600.14334	IgH-fw2	0.0
ERR346600.14337	IgH-fw2	0.0
ERR346600.14338	IgH-fw2	0.0
ERR346600.14339	IgH-fw6	0.0
ERR346600.14341	IgH-fw2	0.0
ERR346600.14342	IgH-fw3	0.0
ERR346600.14343	IgH-fw9	0.0
ERR346600.14344	IgH-fw4	0.0
ERR346600.14348	IgH-fw3	0.0
ERR346600.14340	IgH-fw9	0.0
ERR346600.14346	IgH-fw5	0.0
ERR346600.14345	IgH-fw14	0.0
ERR346600.14349	IgH-fw1	0.0
ERR346600.14350	IgH-fw2	0.0
ERR346600.14354	IgH-fw17	0.0
ERR346600.14352	IgH-fw3	0.0
ERR346600.14351	IgH-fw6	0.0
ERR346600.14353	IgH-fw2	0.0
ERR346600.14355	IgH-fw5	0.0
ERR346600.14356	IgH-fw17	0.0
ERR346600.14357	IgH-fw3	0.0
ERR346600.14358	IgH-fw6	0.0
ERR346600.14360	IgH-fw5	0.0
ERR346600.14362	IgH-fw1	0.0
ERR346600.14366	IgH-fw10	0.0
ERR346600.14361	IgH-fw2	0.0
ERR346600.14364	IgH-fw9	0.0
ERR346600.14365	IgH-fw6	0.050000000000000044
ERR346600.14367	IgH-fw3	0.0
ERR346600.14359	IgH-fw5	0.0
ERR346600.14363	IgH-fw13	0.0
ERR346600.14368	IgH-fw2	0.0
ERR346600.14372	IgH-fw3	0.0
ERR346600.14371	IgH-fw3	0.0
ERR346600.14373	IgH-fw1	0.0
ERR346600.14370	IgH-fw9	0.0
ERR346600.14377	IgH-fw4	0.0
ERR346600.14378	IgH-fw5	0.0
ERR346600.14375	IgH-fw6	0.0
ERR346600.14379	IgH-fw12	0.0
ERR346600.14380	IgH-fw3	0.0
ERR346600.14376	IgH-fw2	0.0
ERR346600.14382	IgH-fw12	0.0
ERR346600.14374	IgH-fw1	0.0
ERR346600.14369	IgH-fw4	0.0
ERR346600.14384	IgH-fw2	0.0
ERR346600.14381	IgH-fw5	0.0
ERR346600.14386	IgH-fw6	0.0
ERR346600.14385	IgH-fw3	0.0
ERR346600.14387	IgH-fw7	0.0
ERR346600.14388	IgH-fw6	0.0
ERR346600.14383	IgH-fw10	0.0
ERR346600.14390	IgH-fw11	0.0
ERR346600.14392	IgH-fw12	0.0
ERR346600.14389	IgH-fw4	0.0
ERR346600.14395	IgH-fw12	0.0
ERR346600.14391	IgH-fw10	0.0
ERR346600.14393	IgH-fw17	0.0
ERR346600.14394	IgH-fw19	0.7
ERR346600.14396	IgH-fw3	0.0
ERR346600.14399	IgH-fw9	0.0
ERR346600.14403	IgH-fw10	0.0
ERR346600.14402	IgH-fw17	0.0
ERR346600.14401	IgH-fw9	0.0
ERR346600.14400	IgH-fw1	0.0
ERR346600.14397	IgH-fw9	0.0
ERR346600.14408	IgH-fw3	0.0
ERR346600.14406	IgH-fw2	0.0
ERR346600.14410	IgH-fw10	0.0
ERR346600.14409	IgH-fw12	0.0
ERR346600.14405	IgH-fw2	0.0
ERR346600.14411	IgH-fw9	0.0
ERR346600.14407	IgH-fw6	0.0
ERR346600.14412	IgH-fw6	0.0
ERR346600.14414	IgH-fw10	0.0
ERR346600.14413	IgH-fw5	0.0
ERR346600.14419	IgH-fw5	0.0
ERR346600.14415	IgH-fw3	0.0
ERR346600.14417	IgH-fw7	0.0
ERR346600.14422	IgH-fw5	0.0
ERR346600.14416	IgH-fw3	0.0
ERR346600.14423	IgH-fw2	0.0
ERR346600.14418	IgH-fw10	0.0
ERR346600.14426	IgH-fw4	0.0
ERR346600.14420	IgH-fw3	0.0
ERR346600.14427	IgH-fw1	0.0
ERR346600.14421	IgH-fw14	0.0
ERR346600.14425	IgH-fw9	0.0
ERR346600.14424	IgH-fw2	0.0
ERR346600.14429	IgH-fw4	0.0
ERR346600.14428	IgH-fw17	0.0
ERR346600.14436	IgH-fw16	0.0
ERR346600.14431	IgH-fw12	0.0
ERR346600.14435	IgH-fw2	0.0
ERR346600.14430	IgH-fw6	0.0
ERR346600.14432	IgH-fw17	0.0
ERR346600.14437	IgH-fw15	0.0
ERR346600.14433	IgH-fw9	0.0
ERR346600.14439	IgH-fw9	0.0
ERR346600.14434	IgH-fw2	0.0
ERR346600.14438	IgH-fw2	0.0
ERR346600.14441	IgH-fw6	0.0
ERR346600.14440	IgH-fw9	0.0
ERR346600.14442	IgH-fw10	0.0
ERR346600.14443	IgH-fw3	0.0
ERR346600.14446	IgH-fw2	0.0
ERR346600.14445	IgH-fw4	0.0
ERR346600.14448	IgH-fw2	0.0
ERR346600.14450	IgH-fw5	0.0
ERR346600.14447	IgH-fw5	0.0
ERR346600.14449	IgH-fw2	0.0
ERR346600.14444	IgH-fw12	0.0
ERR346600.14452	IgH-fw12	0.0
ERR346600.14451	IgH-fw1	0.0
ERR346600.14453	IgH-fw6	0.0
ERR346600.14454	IgH-fw12	0.0
ERR346600.14456	IgH-fw9	0.0
ERR346600.14457	IgH-fw3	0.0
ERR346600.14459	IgH-fw9	0.0
