ID	DUPCOUNT	CPRIMER	VPRIMER
ERR346600.9155	6	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw7,IgH-fw9
ERR346600.6806	5	IgG	IgH-fw17,IgH-fw3
ERR346600.23363	3	IgG	IgH-fw1,IgH-fw10,IgH-fw2
ERR346600.18266	2	IgG	IgH-fw3,IgH-fw5
ERR346600.16532	13	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.11192	8	IgG	IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.23771	3	IgG	IgH-fw9
ERR346600.5714	11	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.12452	2	IgG	IgH-fw3,IgH-fw6
ERR346600.1932	3	IgG	IgH-fw10,IgH-fw5,IgH-fw6
ERR346600.8933	11	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw3,IgH-fw9
ERR346600.23268	2	IgG	IgH-fw5,IgH-fw9
ERR346600.4104	2	IgG	IgH-fw12,IgH-fw3
ERR346600.8289	2	IgG	IgH-fw2,IgH-fw5
ERR346600.659	3	IgG	IgH-fw10,IgH-fw6,IgH-fw8
ERR346600.6275	32	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.24029	6	IgG	IgH-fw10,IgH-fw11,IgH-fw6,IgH-fw9
ERR346600.19954	4	IgG	IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.11977	2	IgG	IgH-fw15,IgH-fw9
ERR346600.4329	2	IgG	IgH-fw3,IgH-fw8
ERR346600.20229	46	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.17337	2	IgG	IgH-fw17,IgH-fw5
ERR346600.20310	5	IgG	IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.13141	24	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.17955	108	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw14,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.22291	2	IgG	IgH-fw4,IgH-fw5
ERR346600.22034	19	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.1070	2	IgG	IgH-fw10,IgH-fw3
ERR346600.13065	2	IgG	IgH-fw11,IgH-fw15
ERR346600.21688	2	IgG	IgH-fw11,IgH-fw6
ERR346600.10814	30	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.7048	8	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw3
ERR346600.14364	42	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.433	11	IgG	IgH-fw1,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.7662	2	IgG	IgH-fw5
ERR346600.22152	27	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.7190	2	IgG	IgH-fw3,IgH-fw4
ERR346600.24819	2	IgG	IgH-fw10,IgH-fw11
ERR346600.7546	66	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.24998	2	IgG	IgH-fw1,IgH-fw6
ERR346600.1095	2	IgG	IgH-fw3,IgH-fw6
ERR346600.1100	6	IgG	IgH-fw12,IgH-fw2,IgH-fw5,IgH-fw6,IgH-fw8
ERR346600.8536	2	IgG	IgH-fw9
ERR346600.24386	6	IgG	IgH-fw13,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.2944	2	IgG	IgH-fw4,IgH-fw6
ERR346600.7765	19	IgG	IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.4239	4	IgG	IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw5
ERR346600.16054	21	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.186	4	IgG	IgH-fw10,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.10151	18	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.12029	2	IgG	IgH-fw17,IgH-fw5
ERR346600.11051	2	IgG	IgH-fw9
ERR346600.15906	64	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw14,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.12478	2	IgG	IgH-fw4,IgH-fw5
ERR346600.17563	30	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.12540	2	IgG	IgH-fw2
ERR346600.10326	36	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7
ERR346600.1010	2	IgG	IgH-fw1,IgH-fw4
ERR346600.2373	2	IgG	IgH-fw17,IgH-fw4
ERR346600.15256	37	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.17576	4	IgG	IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw9
ERR346600.16670	4	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw9
ERR346600.24234	11	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw5,IgH-fw6
ERR346600.24936	11	IgG	IgH-fw1,IgH-fw10,IgH-fw15,IgH-fw3,IgH-fw4,IgH-fw8,IgH-fw9
ERR346600.20235	31	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8
ERR346600.13928	25	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.3735	2	IgG	IgH-fw1,IgH-fw2
ERR346600.20703	2	IgG	IgH-fw2,IgH-fw5
ERR346600.13756	12	IgG	IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw8,IgH-fw9
ERR346600.4255	2	IgG	IgH-fw2,IgH-fw5
ERR346600.1292	3	IgG	IgH-fw10,IgH-fw3,IgH-fw5
ERR346600.7739	7	IgG	IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw6
ERR346600.13564	24	IgG	IgH-fw1,IgH-fw11,IgH-fw12,IgH-fw14,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.19907	2	IgG	IgH-fw10,IgH-fw6
ERR346600.6599	16	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw7,IgH-fw9
ERR346600.4471	18	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.4003	38	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.24286	3	IgG	IgH-fw4,IgH-fw5
ERR346600.24143	4	IgG	IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw8
ERR346600.705	3	IgG	IgH-fw11,IgH-fw9
ERR346600.18462	10	IgG	IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5
ERR346600.10043	29	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw8,IgH-fw9
ERR346600.13473	4	IgG	IgH-fw1,IgH-fw12,IgH-fw9
ERR346600.6828	4	IgG	IgH-fw17,IgH-fw9
ERR346600.19576	12	IgG	IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.676	2	IgG	IgH-fw6
ERR346600.14996	4	IgG	IgH-fw10
ERR346600.11073	3	IgG	IgH-fw3,IgH-fw6,IgH-fw9
ERR346600.7797	2	IgG	IgH-fw6
ERR346600.10212	2	IgG	IgH-fw3,IgH-fw4
ERR346600.2603	9	IgG	IgH-fw10,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.6853	6	IgG	IgH-fw2,IgH-fw3,IgH-fw6
ERR346600.10639	2	IgG	IgH-fw6
ERR346600.6149	2	IgG	IgH-fw5,IgH-fw6
ERR346600.11799	3	IgG	IgH-fw2,IgH-fw6,IgH-fw9
ERR346600.6177	10	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw9
ERR346600.13812	5	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw4,IgH-fw6
ERR346600.22394	2	IgG	IgH-fw5,IgH-fw9
ERR346600.2183	9	IgG	IgH-fw11,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.20844	3	IgG	IgH-fw11,IgH-fw2,IgH-fw6
ERR346600.4988	13	IgG	IgH-fw15,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.10996	14	IgG	IgH-fw1,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.12562	3	IgG	IgH-fw10,IgH-fw12
ERR346600.23422	25	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.18347	28	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.3203	2	IgG	IgH-fw1,IgH-fw17
ERR346600.22039	6	IgG	IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw6
ERR346600.2162	2	IgG	IgH-fw10,IgH-fw9
ERR346600.15812	20	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.3770	6	IgG	IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw4,IgH-fw9
ERR346600.15696	4	IgG	IgH-fw1,IgH-fw2,IgH-fw3,IgH-fw5
ERR346600.1565	5	IgG	IgH-fw12,IgH-fw3
ERR346600.15282	14	IgG	IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw6
ERR346600.22345	3	IgG	IgH-fw10,IgH-fw11,IgH-fw12
ERR346600.13693	3	IgG	IgH-fw1,IgH-fw17,IgH-fw5
ERR346600.10404	8	IgG	IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.22146	2	IgG	IgH-fw9
ERR346600.8174	2	IgG	IgH-fw6,IgH-fw8
ERR346600.22924	7	IgG	IgH-fw10,IgH-fw11,IgH-fw2,IgH-fw9
ERR346600.11127	4	IgG	IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw4
ERR346600.1196	11	IgG	IgH-fw1,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6
ERR346600.23072	34	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.20650	15	IgG	IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.21030	2	IgG	IgH-fw3,IgH-fw4
ERR346600.18327	2	IgG	IgH-fw12,IgH-fw5
ERR346600.24536	2	IgG	IgH-fw2,IgH-fw4
ERR346600.16110	5	IgG	IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.14655	2	IgG	IgH-fw1,IgH-fw9
ERR346600.22683	18	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.24527	3	IgG	IgH-fw1,IgH-fw12
ERR346600.11215	2	IgG	IgH-fw12,IgH-fw6
ERR346600.7046	3	IgG	IgH-fw1,IgH-fw3,IgH-fw9
ERR346600.836	2	IgG	IgH-fw1,IgH-fw6
ERR346600.10892	7	IgG	IgH-fw1,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw6,IgH-fw7
ERR346600.3246	54	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw13,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.8191	10	IgG	IgH-fw1,IgH-fw11,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw6,IgH-fw9
ERR346600.1796	14	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw2,IgH-fw3,IgH-fw6,IgH-fw9
ERR346600.1987	3	IgG	IgH-fw10,IgH-fw3,IgH-fw9
ERR346600.15705	8	IgG	IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.2437	2	IgG	IgH-fw3,IgH-fw5
ERR346600.329	2	IgG	IgH-fw4,IgH-fw6
ERR346600.16214	30	IgG	IgH-fw1,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.8349	4	IgG	IgH-fw12,IgH-fw3,IgH-fw8
ERR346600.6740	20	IgG	IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.9261	2	IgG	IgH-fw4,IgH-fw5
ERR346600.2628	3	IgG	IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.11246	3	IgG	IgH-fw5,IgH-fw9
ERR346600.3099	12	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.19483	2	IgG	IgH-fw4,IgH-fw5
ERR346600.20911	18	IgG	IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.23296	11	IgG	IgH-fw1,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.3411	7	IgG	IgH-fw1,IgH-fw17,IgH-fw2,IgH-fw4,IgH-fw5
ERR346600.7267	7	IgG	IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw5
ERR346600.13483	6	IgG	IgH-fw1,IgH-fw10,IgH-fw8,IgH-fw9
ERR346600.20168	19	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw8,IgH-fw9
ERR346600.14493	6	IgG	IgH-fw17,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.13838	3	IgG	IgH-fw1,IgH-fw10,IgH-fw3
ERR346600.12086	8	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw8
ERR346600.20139	2	IgG	IgH-fw1,IgH-fw4
ERR346600.9158	2	IgG	IgH-fw14,IgH-fw7
ERR346600.14463	5	IgG	IgH-fw12,IgH-fw4,IgH-fw5
ERR346600.5364	3	IgG	IgH-fw1,IgH-fw4,IgH-fw5
ERR346600.3230	39	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.7802	57	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.24728	4	IgG	IgH-fw13,IgH-fw3,IgH-fw4,IgH-fw6
ERR346600.16615	17	IgG	IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.18496	9	IgG	IgH-fw10,IgH-fw11,IgH-fw3,IgH-fw5,IgH-fw8,IgH-fw9
ERR346600.14222	4	IgG	IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.16981	3	IgG	IgH-fw17,IgH-fw6
ERR346600.13	18	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.6914	2	IgG	IgH-fw2,IgH-fw6
ERR346600.21880	2	IgG	IgH-fw4
ERR346600.22454	5	IgG	IgH-fw10,IgH-fw12,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.23989	2	IgG	IgH-fw15,IgH-fw2
ERR346600.10010	2	IgG	IgH-fw5
ERR346600.3260	2	IgG	IgH-fw1,IgH-fw3
ERR346600.2513	28	IgG	IgH-fw10,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.23003	9	IgG	IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw9
ERR346600.6277	2	IgG	IgH-fw10,IgH-fw11
ERR346600.18377	2	IgG	IgH-fw3,IgH-fw9
ERR346600.10805	16	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.17289	2	IgG	IgH-fw1,IgH-fw17
ERR346600.3109	2	IgG	IgH-fw3,IgH-fw5
ERR346600.1715	2	IgG	IgH-fw3,IgH-fw9
ERR346600.23444	2	IgG	IgH-fw10,IgH-fw7
ERR346600.5795	16	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw19,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.10666	5	IgG	IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw4
ERR346600.2383	74	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.13416	2	IgG	IgH-fw10,IgH-fw9
ERR346600.15632	6	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw9
ERR346600.942	2	IgG	IgH-fw3,IgH-fw6
ERR346600.24848	3	IgG	IgH-fw12,IgH-fw17,IgH-fw9
ERR346600.9820	8	IgG	IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.17827	2	IgG	IgH-fw3,IgH-fw6
ERR346600.15543	29	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw13,IgH-fw2,IgH-fw3,IgH-fw9
ERR346600.23967	2	IgG	IgH-fw3,IgH-fw9
ERR346600.10811	2	IgG	IgH-fw5
ERR346600.2184	2	IgG	IgH-fw15,IgH-fw9
ERR346600.14025	2	IgG	IgH-fw6
ERR346600.2896	2	IgG	IgH-fw1,IgH-fw7
ERR346600.2498	2	IgG	IgH-fw2,IgH-fw3
ERR346600.12666	5	IgG	IgH-fw1,IgH-fw2,IgH-fw5,IgH-fw6,IgH-fw8
ERR346600.16504	14	IgG	IgH-fw1,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw7,IgH-fw8
ERR346600.5212	2	IgG	IgH-fw10,IgH-fw3
ERR346600.13234	23	IgG	IgH-fw10,IgH-fw13,IgH-fw17,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.19180	20	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw3,IgH-fw5,IgH-fw9
ERR346600.21863	4	IgG	IgH-fw1,IgH-fw3,IgH-fw9
ERR346600.5751	4	IgG	IgH-fw12,IgH-fw3,IgH-fw4,IgH-fw5
ERR346600.12279	3	IgG	IgH-fw1,IgH-fw3,IgH-fw6
ERR346600.18865	3	IgG	IgH-fw10,IgH-fw17,IgH-fw6
ERR346600.17130	2	IgG	IgH-fw3,IgH-fw5
ERR346600.8802	2	IgG	IgH-fw2,IgH-fw6
ERR346600.10538	2	IgG	IgH-fw6,IgH-fw9
ERR346600.13587	5	IgG	IgH-fw11,IgH-fw12,IgH-fw9
ERR346600.18916	18	IgG	IgH-fw1,IgH-fw10,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.20482	2	IgG	IgH-fw2,IgH-fw5
ERR346600.8957	5	IgG	IgH-fw10,IgH-fw6,IgH-fw9
ERR346600.770	35	IgG	IgH-fw1,IgH-fw11,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.9452	14	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw6
ERR346600.3479	2	IgG	IgH-fw2,IgH-fw9
ERR346600.8872	15	IgG	IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.6155	23	IgG	IgH-fw12,IgH-fw13,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.17520	2	IgG	IgH-fw5
ERR346600.9242	5	IgG	IgH-fw10,IgH-fw2,IgH-fw3,IgH-fw4
ERR346600.22809	5	IgG	IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw8
ERR346600.10110	2	IgG	IgH-fw4,IgH-fw6
ERR346600.14070	2	IgG	IgH-fw4,IgH-fw6
ERR346600.169	7	IgG	IgH-fw10,IgH-fw9
ERR346600.10596	2	IgG	IgH-fw17,IgH-fw4
ERR346600.1111	4	IgG	IgH-fw12,IgH-fw9
ERR346600.17974	32	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw8,IgH-fw9
ERR346600.19640	18	IgG	IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.4260	4	IgG	IgH-fw2,IgH-fw3,IgH-fw6
ERR346600.22070	36	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.20919	22	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.24511	2	IgG	IgH-fw2,IgH-fw3
ERR346600.8599	4	IgG	IgH-fw17,IgH-fw2,IgH-fw5,IgH-fw6
ERR346600.11912	3	IgG	IgH-fw5,IgH-fw6
ERR346600.8721	2	IgG	IgH-fw5,IgH-fw6
ERR346600.19565	12	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6
ERR346600.16966	11	IgG	IgH-fw10,IgH-fw12,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw9
ERR346600.12300	2	IgG	IgH-fw17,IgH-fw4
ERR346600.20024	6	IgG	IgH-fw10,IgH-fw2,IgH-fw5
ERR346600.3873	3	IgG	IgH-fw10,IgH-fw11,IgH-fw9
ERR346600.1358	130	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw17,IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw7,IgH-fw9
ERR346600.21077	2	IgG	IgH-fw10,IgH-fw3
ERR346600.4518	2	IgG	IgH-fw3,IgH-fw6
ERR346600.18745	2	IgG	IgH-fw17,IgH-fw4
ERR346600.14362	3	IgG	IgH-fw1,IgH-fw10,IgH-fw3
ERR346600.13052	6	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw15
ERR346600.6567	2	IgG	IgH-fw5
ERR346600.9736	6	IgG	IgH-fw2,IgH-fw3,IgH-fw9
ERR346600.14739	8	IgG	IgH-fw1,IgH-fw11,IgH-fw12,IgH-fw15,IgH-fw9
ERR346600.19644	7	IgG	IgH-fw1,IgH-fw2,IgH-fw3,IgH-fw6,IgH-fw9
ERR346600.3903	11	IgG	IgH-fw11,IgH-fw15,IgH-fw4,IgH-fw5
ERR346600.22286	3	IgG	IgH-fw3,IgH-fw5
ERR346600.717	2	IgG	IgH-fw2,IgH-fw6
ERR346600.19440	2	IgG	IgH-fw2,IgH-fw6
ERR346600.20123	3	IgG	IgH-fw10,IgH-fw9
ERR346600.24808	12	IgG	IgH-fw1,IgH-fw10,IgH-fw12,IgH-fw3,IgH-fw8,IgH-fw9
ERR346600.20370	18	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw13,IgH-fw15,IgH-fw2,IgH-fw6,IgH-fw8,IgH-fw9
ERR346600.20905	2	IgG	IgH-fw14,IgH-fw3
ERR346600.14161	2	IgG	IgH-fw1,IgH-fw9
ERR346600.16443	3	IgG	IgH-fw6,IgH-fw9
ERR346600.6480	8	IgG	IgH-fw2,IgH-fw3,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.16261	14	IgG	IgH-fw12,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw9
ERR346600.13998	2	IgG	IgH-fw1,IgH-fw4
ERR346600.6427	40	IgG	IgH-fw1,IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw14,IgH-fw15,IgH-fw17,IgH-fw3,IgH-fw7,IgH-fw8,IgH-fw9
ERR346600.17958	6	IgG	IgH-fw10,IgH-fw11,IgH-fw12,IgH-fw5
ERR346600.12904	6	IgG	IgH-fw11,IgH-fw12,IgH-fw2,IgH-fw9
ERR346600.14139	22	IgG	IgH-fw1,IgH-fw10,IgH-fw2,IgH-fw4,IgH-fw5,IgH-fw6,IgH-fw8
